dyad_season_year,dyad_ID,ID1,ID2,PackID,Species1,species2,coyote,wolf,GW,EW,RW,Mixed,SA,season,season2,den,rend,winter,Cohesion,LoCoOL,KernelOL,Adult
rw11421M_rw11544M_winter_2008_2009,rw11421M_rw11544M,rw11421M,rw11544M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.18728865,0.693642799,0.938756783,1
rw11421M_rw11660F_den_2009,rw11421M_rw11660F,rw11421M,rw11660F,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.222222222,0.67617875,0.931549231,1
rw11421M_rw11660F_winter_2008_2009,rw11421M_rw11660F,rw11421M,rw11660F,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.108695652,0.493023731,0.812537026,0
rw11421M_rw11661M_den_2009,rw11421M_rw11661M,rw11421M,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.128205128,0.250211266,0.620002159,1
rw11421M_rw11661M_rend_2009,rw11421M_rw11661M,rw11421M,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.162453184,0.364186356,0.744972223,1
rw11421M_rw11661M_winter_2008_2009,rw11421M_rw11661M,rw11421M,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.137168503,0.438228803,0.751123989,0
rw11458M_rw11630F_den_2010,rw11458M_rw11630F,rw11458M,rw11630F,Columbia,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.267368095,0.546277947,0.945757682,1
rw11458M_rw11630F_rend_2010,rw11458M_rw11630F,rw11458M,rw11630F,Columbia,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.219336743,0.540988181,0.926483101,1
rw11458M_rw11630F_winter_2009_2010,rw11458M_rw11630F,rw11458M,rw11630F,Columbia,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.604,0.406003313,0.969027478,1
rw11458M_rw11630F_winter_2010_2011,rw11458M_rw11630F,rw11458M,rw11630F,Columbia,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.169606801,0.483770172,0.773368118,1
rw11544M_rw11660F_den_2009,rw11544M_rw11660F,rw11544M,rw11660F,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.232931727,0.64003241,0.915679299,1
rw11544M_rw11660F_rend_2009,rw11544M_rw11660F,rw11544M,rw11660F,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.096926489,0.58984432,0.907607466,1
rw11544M_rw11660F_winter_2008_2009,rw11544M_rw11660F,rw11544M,rw11660F,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.202472365,0.655035144,0.811934345,0
rw11544M_rw11660F_winter_2009_2010,rw11544M_rw11660F,rw11544M,rw11660F,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.22510488,0.665729517,0.886454018,1
rw11544M_rw11661M_den_2009,rw11544M_rw11661M,rw11544M,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.17788905,0.413412865,0.626237424,1
rw11544M_rw11661M_rend_2009,rw11544M_rw11661M,rw11544M,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.153695329,0.504605371,0.731756366,1
rw11544M_rw11661M_winter_2008_2009,rw11544M_rw11661M,rw11544M,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.143624837,0.540094768,0.757848778,0
rw11544M_rw11661M_winter_2009_2010,rw11544M_rw11661M,rw11544M,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.160725149,0.484139445,0.745499967,1
rw11660F_rw11661M_den_2009,rw11660F_rw11661M,rw11660F,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.212584476,0.588096687,0.773737192,1
rw11660F_rw11661M_rend_2009,rw11660F_rw11661M,rw11660F,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.118098987,0.620235385,0.845197405,1
rw11660F_rw11661M_winter_2008_2009,rw11660F_rw11661M,rw11660F,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.307112731,0.775672045,0.956838175,0
rw11660F_rw11661M_winter_2009_2010,rw11660F_rw11661M,rw11660F,rw11661M,Milltail,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.272627084,0.787940652,0.909539012,1
rw11693F_rw11698M_den_2010,rw11693F_rw11698M,rw11693F,rw11698M,Beechridge,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.432068543,0.804392491,0.975968322,1
rw11693F_rw11698M_rend_2010,rw11693F_rw11698M,rw11693F,rw11698M,Beechridge,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.263603975,0.605859713,0.872336471,1
rw11693F_rw11698M_winter_2009_2010,rw11693F_rw11698M,rw11693F,rw11698M,Beechridge,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.68570331,0.865888453,0.985377861,0
rw11749M_rw11750M_winter_2009_2010,rw11749M_rw11750M,rw11749M,rw11750M,Swindell,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.310948081,0.571980772,0.900459741,0
rw11766M_rw11768F_winter_2009_2010,rw11766M_rw11768F,rw11766M,rw11768F,Kilkenny,RW,wolf,0,1,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.227712137,0.70576309,0.977620093,0
V027_V028_den_2015,V027_V028,V027,V028,Moose River,GW,wolf,0,1,1,0,0,0,Minnesota_Voyageurs,den,nw,1,0,0,0.225308038,0.686045913,0.942375441,1
V027_V028_winter_2014_2015,V027_V028,V027,V028,Moose River,GW,wolf,0,1,1,0,0,0,Minnesota_Voyageurs,winter,winter,0,0,1,0.771879484,0.947735863,0.993061303,0
V028_V048_rend_2016,V028_V048,V028,V048,Moose River,GW,wolf,0,1,1,0,0,0,Minnesota_Voyageurs,rend,nw,0,1,0,0.06741573,0.710769923,0.929214766,0
V046_V034_den_2017,V046_V034,V046,V034,Bowman Bay,GW,wolf,0,1,1,0,0,0,Minnesota_Voyageurs,den,nw,1,0,0,0.387096774,0.3322186,0.909364768,1
V055_V051_rend_2017,V055_V051,V055,V051,Sheep Ranch,GW,wolf,0,1,1,0,0,0,Minnesota_Voyageurs,rend,nw,0,1,0,0.061728395,0.472880326,0.800386686,0
V060_V062_rend_2018,V060_V062,V060,V062,Bowman Bay,GW,wolf,0,1,1,0,0,0,Minnesota_Voyageurs,rend,nw,0,1,0,0.272585972,0.331899416,0.865937931,0
V061_V064_den_2018,V061_V064,V061,V064,Sheep Ranch,GW,wolf,0,1,1,0,0,0,Minnesota_Voyageurs,den,nw,1,0,0,0.071912947,0.368934349,0.921145301,0
W015_W019_winter_2007_2008,W015_W019,W015,W019,murray,GW,wolf,0,1,1,0,0,0,British_Columbia_E,winter,winter,0,0,1,0.782222222,0.851473464,0.992485609,1
W016_W024_winter_2008_2009,W016_W024,W016,W024,chain,GW,wolf,0,1,1,0,0,0,British_Columbia_E,winter,winter,0,0,1,0.611455207,0.722022659,0.953885544,1
W016_W028_winter_2008_2009,W016_W028,W016,W028,chain,GW,wolf,0,1,1,0,0,0,British_Columbia_E,winter,winter,0,0,1,0.420996678,0.696383086,0.939908359,1
W024_W028_den_2009,W024_W028,W024,W028,chain,GW,wolf,0,1,1,0,0,0,British_Columbia_E,den,nw,1,0,0,0.224867725,0.364991245,0.839121761,1
W024_W028_rend_2009,W024_W028,W024,W028,chain,GW,wolf,0,1,1,0,0,0,British_Columbia_E,rend,nw,0,1,0,0.373083927,0.66358927,0.959683683,1
W024_W028_winter_2008_2009,W024_W028,W024,W028,chain,GW,wolf,0,1,1,0,0,0,British_Columbia_E,winter,winter,0,0,1,0.22972973,0.364896902,0.748999466,1
W024_W028_winter_2009_2010,W024_W028,W024,W028,chain,GW,wolf,0,1,1,0,0,0,British_Columbia_E,winter,winter,0,0,1,0.714285714,0.824810319,0.982213076,1
W025_W026_winter_2008_2009,W025_W026,W025,W026,onion,GW,wolf,0,1,1,0,0,0,British_Columbia_E,winter,winter,0,0,1,0.636363636,0.778545085,0.986497614,0
W046_W200_winter_2006_2007,W046_W200,W046,W200,Jocko,EW,wolf,0,1,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.383423061,0.663424793,0.966372493,1
W06_W07_den_2010,W06_W07,W06,W07,7-Mile Marsh Pack,GW,wolf,0,1,1,0,0,0,Michigan_S_UP,den,nw,1,0,0,0.168686584,0.408739125,0.925404782,1
W06_W07_rend_2010,W06_W07,W06,W07,7-Mile Marsh Pack,GW,wolf,0,1,1,0,0,0,Michigan_S_UP,rend,nw,0,1,0,0.146677779,0.621521753,0.958666911,1
W1001_W1003_rend_2018,W1001_W1003,W1001,W1003,Thornapple River,GW,wolf,0,1,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.251760305,0.554075777,0.894531783,1
w11_w16_den_2011,w11_w16,w11,w16,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,den,nw,1,0,0,0.329066265,0.775881247,0.976561631,1
w11_w16_den_2012,w11_w16,w11,w16,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,den,nw,1,0,0,0.208809135,0.624904581,0.940077826,1
w11_w16_den_2013,w11_w16,w11,w16,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,den,nw,1,0,0,0.510479042,0.777408127,0.978188016,1
w11_w16_rend_2011,w11_w16,w11,w16,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,rend,nw,0,1,0,0.098549647,0.651546253,0.95805297,1
w11_w16_rend_2012,w11_w16,w11,w16,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,rend,nw,0,1,0,0.08,0.766631157,0.939105328,1
w11_w16_rend_2013,w11_w16,w11,w16,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,rend,nw,0,1,0,0.413422321,0.780899522,0.987762183,1
w11_w16_winter_2010_2011,w11_w16,w11,w16,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.24692623,0.652982613,0.984057614,1
w11_w16_winter_2011_2012,w11_w16,w11,w16,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.151476524,0.869519145,0.995725671,1
w11_w16_winter_2012_2013,w11_w16,w11,w16,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.27905992,0.889980359,0.992020367,1
w11_w16_winter_2013_2014,w11_w16,w11,w16,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.840098677,0.957658171,0.999185791,1
w11_w16_winter_2014_2015,w11_w16,w11,w16,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.749282297,0.842138506,0.994723216,1
W110_W116_den_2007,W110_W116,W110,W116,Kakwa,GW,wolf,0,1,1,0,0,0,Alberta_W_above,den,nw,1,0,0,0.303137381,0.691242261,0.963254143,1
W110_W116_winter_2006_2007,W110_W116,W110,W116,Kakwa,GW,wolf,0,1,1,0,0,0,Alberta_W_above,winter,winter,0,0,1,0.535821343,0.954810127,0.993915262,1
w1128_w1329_den_2007,w1128_w1329,w1128,w1329,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,den,nw,1,0,0,0.26552795,0.651191078,0.942432365,1
w1128_w1329_rend_2007,w1128_w1329,w1128,w1329,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,rend,nw,0,1,0,0.255954631,0.739846368,0.961515911,1
w1128_w1329_winter_2006_2007,w1128_w1329,w1128,w1329,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.418207681,0.732923493,0.985395486,1
w1128_w1329_winter_2007_2008,w1128_w1329,w1128,w1329,amyot,GW,wolf,0,1,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.435849057,0.759289648,0.940065968,1
W11535_W4364C_den_2013,W11535_W4364C,W11535,W4364C,VezII,GW,wolf,0,1,1,0,0,0,N_Portugal,den,nw,1,0,0,0.137254902,0.544890623,0.857922392,1
W11535_W4364C_rend_2013,W11535_W4364C,W11535,W4364C,VezII,GW,wolf,0,1,1,0,0,0,N_Portugal,rend,nw,0,1,0,0.273547094,0.73252547,0.954670253,1
W11535_W4364C_winter_2012_2013,W11535_W4364C,W11535,W4364C,VezII,GW,wolf,0,1,1,0,0,0,N_Portugal,winter,winter,0,0,1,0.134826411,0.442553978,0.797732998,1
W1158_W1684_den_2018,W1158_W1684,W1158,W1684,Luna,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.615384615,0.613115429,0.942301268,0
W1158_W1684_rend_2018,W1158_W1684,W1158,W1684,Luna,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.587837838,0.742109035,0.951794159,0
W1158_W1684_winter_2017_2018,W1158_W1684,W1158,W1684,Luna,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.510869565,0.68325718,0.980228302,0
W1240_W1278_den_2016,W1240_W1278,W1240,W1278,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.844048262,0.549563416,0.964368193,1
W1240_W1278_rend_2016,W1240_W1278,W1240,W1278,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.616666667,0.406195071,0.98416407,1
W1240_W1278_winter_2015_2016,W1240_W1278,W1240,W1278,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.977707853,0.997081175,0.999716514,1
W1249_W1437_winter_2015_2016,W1249_W1437,W1249,W1437,Diamond,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.97674043,0.998905464,0.999952997,1
W1251_W1565_rend_2017,W1251_W1565,W1251,W1565,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.722186495,0.724801402,0.973333452,0
W1251_W1565_winter_2016_2017,W1251_W1565,W1251,W1565,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.9375,0.994319596,0.998514854,0
W1251_W1565_winter_2017_2018,W1251_W1565,W1251,W1565,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.965909091,0.997572173,0.999223179,0
W1251_W1669_den_2018,W1251_W1669,W1251,W1669,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.360245337,0.266273456,0.922587019,0
W1251_W1669_rend_2018,W1251_W1669,W1251,W1669,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.531729952,0.843351136,0.988510314,0
W1251_W1669_winter_2017_2018,W1251_W1669,W1251,W1669,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.624898187,0.932224991,0.991106544,0
W1251_W1669_winter_2018_2019,W1251_W1669,W1251,W1669,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.537168225,0.839260324,0.966788867,0
W1251_W1678_den_2018,W1251_W1678,W1251,W1678,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.34900929,0.55145743,0.872195641,0
W1251_W1678_winter_2017_2018,W1251_W1678,W1251,W1678,Prieto,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.709209836,0.87252431,0.99328973,0
W1278_W1555_rend_2018,W1278_W1555,W1278,W1555,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.53125,0.897578528,0.969385439,1
W1278_W1555_winter_2017_2018,W1278_W1555,W1278,W1555,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.518518519,0.631744582,0.925482043,0
W1278_W1555_winter_2018_2019,W1278_W1555,W1278,W1555,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.6,0.623808886,0.918734242,1
W1278_W1556_den_2018,W1278_W1556,W1278,W1556,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.306666667,0.198655138,0.659868896,1
W1278_W1556_rend_2018,W1278_W1556,W1278,W1556,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.463855422,0.582077331,0.914076148,1
W1278_W1556_winter_2017_2018,W1278_W1556,W1278,W1556,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.495867769,0.579080223,0.841742124,0
W1278_W1710_winter_2018_2019,W1278_W1710,W1278,W1710,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.442857143,0.632604572,0.862373514,0
W1278_W1821_rend_2018,W1278_W1821,W1278,W1821,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.619047619,0.786920433,0.997607851,0
W1278_W1821_winter_2018_2019,W1278_W1821,W1278,W1821,Iron Creek,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.6,0.747975328,0.950614758,0
W129_W135_den_2009,W129_W135,W129,W135,HebPack1,GW,wolf,0,1,1,0,0,0,Alberta_W_above,den,nw,1,0,0,0.409973084,0.664197177,0.932130335,NA
W129_W135_rend_2009,W129_W135,W129,W135,HebPack1,GW,wolf,0,1,1,0,0,0,Alberta_W_above,rend,nw,0,1,0,0.159832855,0.466769258,0.924107301,NA
W1296_W1439_den_2016,W1296_W1439,W1296,W1439,Mangas,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.941176471,0.997693152,0.999867949,1
W1296_W1439_rend_2017,W1296_W1439,W1296,W1439,Mangas,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.724074665,0.817107273,0.990547586,1
W1296_W1439_winter_2015_2016,W1296_W1439,W1296,W1439,Mangas,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.906779661,0.901530637,0.999299589,1
W1296_W1439_winter_2017_2018,W1296_W1439,W1296,W1439,Mangas,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.865,0.984373322,0.999502433,1
W1296_W1664_den_2018,W1296_W1664,W1296,W1664,Mangas,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.351351351,0.304855453,0.754130877,0
W1296_W1664_rend_2018,W1296_W1664,W1296,W1664,Mangas,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.553299492,0.70939469,0.949807027,0
W1296_W1664_winter_2017_2018,W1296_W1664,W1296,W1664,Mangas,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.216666667,0.412465454,0.90046764,0
W1333_W1677_den_2018,W1333_W1677,W1333,W1677,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.450549451,0.420203678,0.948455021,0
W1333_W1677_rend_2018,W1333_W1677,W1333,W1677,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.46031746,0.606777492,0.977949969,0
W1333_W1681_den_2018,W1333_W1681,W1333,W1681,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.540229885,0.60826916,0.95867895,0
W1333_W1681_rend_2018,W1333_W1681,W1333,W1681,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.671641791,0.896741603,0.994975254,0
W1333_W1789_rend_2018,W1333_W1789,W1333,W1789,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.578947368,0.60443508,0.946066182,0
W1333_W1789_winter_2018_2019,W1333_W1789,W1333,W1789,Hoodoo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.56,0.753488525,0.94730362,0
W1346_W1561_den_2017,W1346_W1561,W1346,W1561,Leopold,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.772727273,0.972629388,0.985446395,0
W1346_W1561_rend_2017,W1346_W1561,W1346,W1561,Leopold,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.760869565,0.93415991,0.982989405,0
W1346_W1561_winter_2016_2017,W1346_W1561,W1346,W1561,Leopold,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.931818182,0.99356263,0.99724867,0
W1346_W1561_winter_2017_2018,W1346_W1561,W1346,W1561,Leopold,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.820372011,0.866986796,0.961810676,0
W1383_W1439_rend_2015,W1383_W1439,W1383,W1439,Hawks Nest,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.48962011,0.658508574,0.983917211,0
W1383_W1453_winter_2015_2016,W1383_W1453,W1383,W1453,Hawks Nest,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.856275304,0.944389956,0.998549132,0
W1394_W1825_winter_2018_2019,W1394_W1825,W1394,W1825,Pine Spring,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.626086957,0.849117311,0.991647056,0
W1399_W1578_rend_2018,W1399_W1578,W1399,W1578,San Mateo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.727272727,0.750341253,0.981371607,0
W1399_W1578_winter_2017_2018,W1399_W1578,W1399,W1578,San Mateo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.775510204,0.919369338,0.986779409,0
W1399_W1578_winter_2018_2019,W1399_W1578,W1399,W1578,San Mateo,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.598540146,0.763053376,0.959274875,0
w140004_w140009_den_2014,w140004_w140009,w140004,w140009,Brabant,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,den,nw,1,0,0,0.235555556,0.675768798,0.949474638,1
w140004_w140009_winter_2013_2014,w140004_w140009,w140004,w140009,Brabant,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.644128114,0.809387451,0.978358796,1
w140004_w140009_winter_2015_2016,w140004_w140009,w140004,w140009,Brabant,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.798091764,0.899623001,0.996440708,1
w140008_w140031_den_2015,w140008_w140031,w140008,w140031,Davin,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,den,nw,1,0,0,0.213808463,0.565543539,0.908623814,1
w140008_w140031_winter_2014_2015,w140008_w140031,w140008,w140031,Davin,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.456140351,0.482347869,0.935344344,1
w140010_w140037_den_2015,w140010_w140037,w140010,w140037,Wathaman,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,den,nw,1,0,0,0.391184573,0.413017673,0.781280775,1
w140010_w140037_rend_2015,w140010_w140037,w140010,w140037,Wathaman,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,rend,nw,0,1,0,0.403874107,0.745381384,0.962246647,1
w140010_w140037_winter_2014_2015,w140010_w140037,w140010,w140037,Wathaman,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.794117647,0.855304035,0.993892019,1
w140010_w140037_winter_2015_2016,w140010_w140037,w140010,w140037,Wathaman,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.827160494,0.866952491,0.99627538,1
w140014_w140015_den_2014,w140014_w140015,w140014,w140015,Southend,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,den,nw,1,0,0,0.189716565,0.410014402,0.782479763,1
w140014_w140015_rend_2014,w140014_w140015,w140014,w140015,Southend,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,rend,nw,0,1,0,0.205585543,0.398446257,0.806592422,1
w140014_w140015_winter_2013_2014,w140014_w140015,w140014,w140015,Southend,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.897086502,0.673071365,0.998058995,0
w140014_w140015_winter_2014_2015,w140014_w140015,w140014,w140015,Southend,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.725826193,0.786555915,0.994762241,1
w140014_w140029_winter_2014_2015,w140014_w140029,w140014,w140029,Southend,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.836956522,0.929971362,0.998681703,1
w140018_w140008_winter_2013_2014,w140018_w140008,w140018,w140008,Davin,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.82642487,0.764255404,0.9831378,1
w140020_w140021_rend_2015,w140020_w140021,w140020,w140021,Geikie,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,rend,nw,0,1,0,0.086538462,0.254376563,0.622515814,1
w140020_w140021_winter_2014_2015,w140020_w140021,w140020,w140021,Geikie,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.880434783,0.947988094,0.999244021,1
w140026_w140027_den_2014,w140026_w140027,w140026,w140027,Orphan,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,den,nw,1,0,0,0.862831858,0.902694177,0.99462517,1
w140026_w140027_rend_2014,w140026_w140027,w140026,w140027,Orphan,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,rend,nw,0,1,0,0.906876482,0.964468127,0.999386746,1
w140026_w140027_winter_2013_2014,w140026_w140027,w140026,w140027,Orphan,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.883918975,0.890775504,0.997545228,1
w140030_w140032_winter_2014_2015,w140030_w140032,w140030,w140032,Key West2,GW,wolf,0,1,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.737522343,0.844438928,0.983523922,1
W1404_W1405_den_2016,W1404_W1405,W1404,W1405,Buckalou,GW,wolf,0,1,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.920855401,0.9931568,0.999317137,1
