dyad_season_year,dyad_ID,PackID,Species1,Species2,GW,EW,RW,Mixed,SA,season1,season2,den,rend,winter,Cohesion,BreedPair,FF,MM,FM,Same,Exploit,LargePred,Prey,Beaver,Human,PCV,Long,Lat
W32267_W32253_winter_2011_2012,W32267_W32253,South Athabasca,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.479498475,0,0,1,0,1,0,1,1,1,0.083556111,2.232459012,-111.6196779,56.65098069
W32263a_W32260_winter_2011_2012,W32263a_W32260,Clearwater,GW,wolf,1,0,0,0,Alberta_NE,winter,winter,0,0,1,0.337703963,0,1,0,0,1,0,1,1,1,0.143654514,2.310285866,-111.1858649,56.74396215
L03_L10_winter_2004_2005,L03_L10,malbaie,GW,wolf,1,0,0,0,Quebec,winter,winter,0,0,1,0.871602624,0,1,0,0,1,1,1,1,1,0.016118736,1.639862814,-71.18568655,47.71366357
L16_L18_winter_2005_2006,L16_L18,Hupe,GW,wolf,1,0,0,0,Quebec,winter,winter,0,0,1,0.830729167,0,0,1,0,1,1,1,1,1,0.045839089,1.914469394,-71.25252174,47.20799222
GPW2013_7_GPW2013_8_winter_2013_2014,GPW2013_7_GPW2013_8,GP1,GW,wolf,1,0,0,0,Minnesota_Grand_Portage,winter,winter,0,0,1,0.291059735,0,0,1,0,1,1,1,1,1,0.079357914,2.206877152,-89.75962654,47.92699495
BW1609_BPW1707_winter_2016_2017,BW1609_BW1707,Cauliflower,GW,wolf,1,0,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.458244111,0,0,1,0,1,0,1,0,1,0.058803548,1.999927026,-78.15142017,45.29393974
BW1613_BW1615_winter_2016_2017,BW1613_BW1615,Billings,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.657309298,0,0,1,0,1,0,1,0,1,0.072952595,2.070123396,-78.13376597,45.1999313
W962_W977_winter_2017_2018,W962_W977,Spread Eagle Barrens,GW,wolf,1,0,0,0,Wisconsin_NE,winter,winter,0,0,1,0.576086957,0,0,1,0,1,1,1,0,1,0.229649436,2.130445105,-88.17046598,45.83475083
W962_W977_winter_2018_2019,W962_W977,Spread Eagle Barrens,GW,wolf,1,0,0,0,Wisconsin_NE,winter,winter,0,0,1,0.325581395,0,0,1,0,1,1,1,0,1,0.202205585,2.440970382,-88.17827053,45.84473334
w25_w37_winter_2014_2015,w25_w37,nesslin,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.587905935,0,1,0,0,1,0,1,0,1,0.006433355,2.041313439,-106.7202502,53.9505426
w26_w27_winter_2013_2014,w26_w27,nesslin,GW,wolf,1,0,0,0,Sasketchewan_Prince_Albert,winter,winter,0,0,1,0.437407224,0,0,1,0,1,0,1,0,1,0.007202389,2.709272736,-106.7203749,53.92491319
BW035_BW036_winter_2014_2015,BW035_BW036,Fortune,GW,wolf,1,0,0,0,British_Columbia_N,winter,winter,0,0,1,0.529801325,0,0,1,0,1,0,1,1,0,0.000170629,2.161162991,-122.3059808,59.6918231
BW024_BW025_winter_2013_2014,BW024_BW025,Kwokullie,GW,wolf,1,0,0,0,British_Columbia_N,winter,winter,0,0,1,0.171974522,0,0,1,0,1,0,1,1,0,0.012963336,2.291511291,-120.9006337,59.45389377
BW008_BW014_winter_2013_2014,BW008_BW014,Tsimeh,GW,wolf,1,0,0,0,British_Columbia_N,winter,winter,0,0,1,0.818181818,0,0,1,0,1,0,1,1,0,0.006279341,2.43992061,-122.8385196,59.04950323
BW039_BW040_winter_2014_2015,BW039_BW040,Elleh,GW,wolf,1,0,0,0,British_Columbia_N,winter,winter,0,0,1,0.429078014,0,0,1,0,1,0,1,1,0,0.008918343,2.495451046,-121.8918034,58.58710966
BW030_BW031_winter_2013_2014,BW030_BW031,Clarke,GW,wolf,1,0,0,0,British_Columbia_N,winter,winter,0,0,1,0.824561404,0,1,0,0,1,0,1,1,0,0.000490461,2.536737462,-122.2313147,58.63091573
BW039_BW040_winter_2015_2016,BW039_BW040,Elleh,GW,wolf,1,0,0,0,British_Columbia_N,winter,winter,0,0,1,0.647180193,0,0,1,0,1,0,1,1,0,0.008377239,2.562148641,-121.9045133,58.59419408
W27_W87_winter_2009_2010,W27_W87,Esnagami,GW,wolf,1,0,0,0,Ontario_N,winter,winter,0,0,1,0.54543234,0,0,1,0,1,0,1,1,1,0.011799253,1.811840033,-86.9844403,50.26286506
w140014_w140015_winter_2014_2015,w140014_w140015,Southend,GW,wolf,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.725826193,0,1,0,0,1,0,1,0,1,0.000667097,2.198206239,-103.6366568,56.50893674
w140014_w140015_winter_2013_2014,w140014_w140015,Southend,GW,wolf,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.897086502,0,1,0,0,1,0,1,0,1,0.000177084,2.243257046,-103.3628382,56.62764558
w140020_w140021_winter_2014_2015,w140020_w140021,Geikie,GW,wolf,1,0,0,0,Sasketchewan_N,winter,winter,0,0,1,0.880434783,0,0,1,0,1,0,1,0,1,0,2.931134794,-104.5496221,57.26760733
W22760_W22761_winter_2016_2017,W22760_W22761,Chernobyl2,GW,wolf,1,0,0,0,Chernobyl,winter,winter,0,0,1,0.121860824,0,1,0,0,1,0,1,1,1,0.406468594,2.285514351,29.91764344,51.56684691
JSW1806_JSW1807_winter_2017_2018,JSW1806_JSW1807,Essie Creek,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.627027027,0,1,0,0,1,1,1,0,1,2.36E-06,1.731334746,-143.4120448,64.87317447
JSW193_JSW195_winter_2004_2005,JSW193_JSW195,Fisher Creek,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.288461538,0,0,1,0,1,1,1,1,1,1.75E-06,2.050638807,-142.4013937,65.14457451
JSW193_JSW195_winter_2003_2004,JSW193_JSW195,Fisher Creek,GW,wolf,1,0,0,0,Alaska_Yukon_Charley,winter,winter,0,0,1,0.40625,0,0,1,0,1,1,1,1,1,8.19E-06,2.489347628,-142.5644898,65.18959149
W025_W026_winter_2008_2009,W025_W026,onion,GW,wolf,1,0,0,0,British_Columbia_E,winter,winter,0,0,1,0.636363636,0,0,1,0,1,1,1,1,1,0.022564032,1.457360253,-120.9582749,54.79544969
W016_W024_winter_2008_2009,W016_W024,chain,GW,wolf,1,0,0,0,British_Columbia_E,winter,winter,0,0,1,0.611455207,0,0,1,0,1,1,1,1,1,0.034260226,1.739572258,-120.2762383,55.06920061
N211_N212_winter_2003_2004,N211_N212,Brazeau,GW,wolf,1,0,0,0,Alberta_W_above,winter,winter,0,0,1,0.367184131,0,1,0,0,1,0,1,1,1,0.027245579,1.838791361,-116.8655928,52.63830483
K019_K021_winter_2000_2001,K019_K021,Cutbank,GW,wolf,1,0,0,0,Alberta_W_above,winter,winter,0,0,1,0.821782178,0,1,0,0,1,1,1,1,1,0.089462728,1.90296232,-119.1213078,54.4154676
M_33_M_34_rend_2013,M_33_M_34,P04,GW,wolf,1,0,0,0,Israel_N,rend,nw,0,1,0,0.166016472,0,0,1,0,1,0,0,0,0,0.399759192,5.200616543,35.18470375,30.60768124
W32256_W32264_den_2012,W32256_W32264,North,GW,wolf,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.439564622,0,1,0,0,1,0,1,1,1,0.068061466,1.945762367,-111.8197589,57.48327528
W32256_W32264_rend_2012,W32256_W32264,North,GW,wolf,1,0,0,0,Alberta_NE,rend,nw,0,1,0,0.471971398,0,1,0,0,1,0,1,1,1,0.069824122,2.108962381,-111.8266217,57.48321487
W32263a_W32260_den_2012,W32263a_W32260,Clearwater,GW,wolf,1,0,0,0,Alberta_NE,den,nw,1,0,0,0.169230769,0,1,0,0,1,0,1,1,1,0.128444471,2.211086226,-111.1464682,56.72425415
L03_L10_den_2005,L03_L10,malbaie,GW,wolf,1,0,0,0,Quebec,den,nw,1,0,0,0.733627667,0,1,0,0,1,1,1,1,1,0.024761554,1.664062856,-71.16331899,47.63910505
L03_L10_rend_2005,L03_L10,malbaie,GW,wolf,1,0,0,0,Quebec,rend,nw,0,1,0,0.39211391,0,1,0,0,1,1,1,1,1,0.041167793,1.76817513,-71.19712737,47.66397045
W962_W977_den_2018,W962_W977,Spread Eagle Barrens,GW,wolf,1,0,0,0,Wisconsin_NE,den,nw,1,0,0,0.515151515,0,0,1,0,1,1,1,0,1,0.213649612,2.201348921,-88.17383393,45.82934703
W962_W977_rend_2018,W962_W977,Spread Eagle Barrens,GW,wolf,1,0,0,0,Wisconsin_NE,rend,nw,0,1,0,0.394736842,0,0,1,0,1,1,1,0,1,0.22230864,2.507537505,-88.16579455,45.84348716
BW008_BW014_den_2013,BW008_BW014,Tsimeh,GW,wolf,1,0,0,0,British_Columbia_N,den,nw,1,0,0,0.308665479,0,0,1,0,1,0,1,1,0,0.004876735,1.932610804,-122.8147192,59.02746503
BW008_BW014_rend_2013,BW008_BW014,Tsimeh,GW,wolf,1,0,0,0,British_Columbia_N,rend,nw,0,1,0,0.315082406,0,0,1,0,1,0,1,1,0,0.005372486,2.262633284,-122.8985643,59.06266555
BW024_BW025_den_2014,BW024_BW025,Kwokullie,GW,wolf,1,0,0,0,British_Columbia_N,den,nw,1,0,0,0.172578348,0,0,1,0,1,0,1,1,0,0.012187977,2.288508679,-120.9428182,59.44596582
BW039_BW040_den_2015,BW039_BW040,Elleh,GW,wolf,1,0,0,0,British_Columbia_N,den,nw,1,0,0,0.325801548,0,0,1,0,1,0,1,1,0,0.006665644,2.424936477,-121.9254935,58.60906996
BW035_BW036_den_2015,BW035_BW036,Fortune,GW,wolf,1,0,0,0,British_Columbia_N,den,nw,1,0,0,0.266099227,0,0,1,0,1,0,1,1,0,0.000337472,2.427556886,-122.4140874,59.72327356
BW039_BW040_rend_2015,BW039_BW040,Elleh,GW,wolf,1,0,0,0,British_Columbia_N,rend,nw,0,1,0,0.329171309,0,0,1,0,1,0,1,1,0,0.013739666,2.435930896,-121.9363582,58.56839248
BW024_BW025_rend_2014,BW024_BW025,Kwokullie,GW,wolf,1,0,0,0,British_Columbia_N,rend,nw,0,1,0,0.10078011,0,0,1,0,1,0,1,1,0,0.004579612,2.437797053,-120.9900753,59.43748139
BW030_BW031_den_2014,BW030_BW031,Clarke,GW,wolf,1,0,0,0,British_Columbia_N,den,nw,1,0,0,0.357142857,0,1,0,0,1,0,1,1,0,0.00034639,2.57041649,-122.3229558,58.68330632
BW008_BW014_den_2014,BW008_BW014,Tsimeh,GW,wolf,1,0,0,0,British_Columbia_N,den,nw,1,0,0,0.325767182,0,0,1,0,1,0,1,1,0,0.009710166,2.585341028,-122.7689971,59.02648465
BW039_BW040_den_2016,BW039_BW040,Elleh,GW,wolf,1,0,0,0,British_Columbia_N,den,nw,1,0,0,0.191142191,0,0,1,0,1,0,1,1,0,0.025719609,2.726442604,-121.8387442,58.60634413
BW039_BW040_rend_2016,BW039_BW040,Elleh,GW,wolf,1,0,0,0,British_Columbia_N,rend,nw,0,1,0,0.47539834,0,0,1,0,1,0,1,1,0,0.011143855,2.856007626,-121.9593159,58.59793086
w140020_w140021_rend_2015,w140020_w140021,Geikie,GW,wolf,1,0,0,0,Sasketchewan_N,rend,nw,0,1,0,0.086538462,0,0,1,0,1,0,1,0,1,0,1.927146561,-104.6772602,57.55908831
w140014_w140015_rend_2014,w140014_w140015,Southend,GW,wolf,1,0,0,0,Sasketchewan_N,rend,nw,0,1,0,0.205585543,0,1,0,0,1,0,1,0,1,0.000732693,2.056055113,-103.755942,56.46463054
w140014_w140015_den_2014,w140014_w140015,Southend,GW,wolf,1,0,0,0,Sasketchewan_N,den,nw,1,0,0,0.189716565,0,1,0,0,1,0,1,0,1,0.001083371,2.065495449,-103.6657109,56.43787744
W1489_W1563_rend_2017,W1489_W1563,Bluestem,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.520109332,0,1,0,0,1,0,1,1,0,0.042194571,2.125817482,-109.3355971,33.8267453
BW1201_BW1203_winter_2011_2012,BW1201_BW1203,East Fork,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.947906027,0,0,0,1,0,0,1,1,1,0.026942403,1.738082734,-149.1340249,63.77173517
BW1106_BW1107_winter_2010_2011,BW1106_BW1107,McKinley Slough,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.741463415,0,0,0,1,0,0,1,1,1,0.000713804,1.825085358,-150.3829313,63.63574925
BW1106_BW1107_winter_2011_2012,BW1106_BW1107,McKinley Slough,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.81097561,0,0,0,1,0,0,1,1,1,0.000121716,2.017489193,-149.7682535,63.96179857
Mich07_Mich10_winter_2017_2018,Mich07_Mich10,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.714285714,0,0,0,1,0,0,0,0,1,0.010045636,1.861196285,-85.80574283,47.7329305
Mich08_Mich12_winter_2017_2018,Mich08_Mich12,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.714285714,0,0,0,1,0,0,0,0,1,0.007604271,1.917216171,-85.75728925,47.74059718
Mich08_Mich11_winter_2017_2018,Mich08_Mich11,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.692307692,0,0,0,1,0,0,0,0,1,0.009289847,1.932088076,-85.78116219,47.73219446
Mich07_Mich12_winter_2017_2018,Mich07_Mich12,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.460992908,0,0,0,1,0,0,0,0,1,0.008755711,1.968644709,-85.79028993,47.73683416
Mich07_Mich11_winter_2017_2018,Mich07_Mich11,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.486666667,0,0,0,1,0,0,0,0,1,0.007849652,1.971547924,-85.79336388,47.73658164
Mich05_Mich06_winter_2016_2017,Mich05_Mich06,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.243250589,0,0,0,1,0,0,0,0,1,0.00582432,2.113225894,-85.79041755,47.74035008
Mich07_Mich11_winter_2018_2019,Mich07_Mich11,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,winter,winter,0,0,1,0.364864865,0,0,0,1,0,0,0,1,1,0.012102628,2.667405126,-85.78375077,47.72528639
M1407_M1408_winter_2013_2014,M1407_M1408,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.338095704,0,0,0,1,0,0,0,1,1,0.098643131,1.477032253,11.30787466,61.36731035
M1406_M1407_winter_2013_2014,M1406_M1407,Julussa,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.259994448,0,0,0,1,0,0,0,1,1,0.108260074,1.487387767,11.33722706,61.34484905
M1108_M1111_winter_2011_2012,M1108_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.192307692,0,0,0,1,0,0,0,1,1,0.122662501,1.668128328,12.45625563,60.53288878
M1108_M1111_winter_2010_2011,M1108_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.13253012,0,0,0,1,0,0,0,1,1,0.123820549,1.969210471,12.44661385,60.52503703
rw11544M_rw11660F_winter_2009_2010,rw11544M_rw11660F,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.22510488,0,0,0,1,0,1,1,0,1,0.259077977,2.298700057,-75.86713226,35.84812429
rw11660F_rw11661M_winter_2009_2010,rw11660F_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.272627084,0,0,0,1,0,1,1,0,1,0.281303661,2.299263125,-75.84158272,35.83963626
rw11544M_rw11660F_winter_2008_2009,rw11544M_rw11660F,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.202472365,0,0,0,1,0,1,1,0,1,0.251148862,2.30694564,-75.85278208,35.84233094
rw11660F_rw11661M_winter_2008_2009,rw11660F_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.307112731,0,0,0,1,0,1,1,0,1,0.258062728,2.30694564,-75.8359295,35.83881111
rw11766M_rw11768F_winter_2009_2010,rw11766M_rw11768F,Kilkenny,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.227712137,0,0,0,1,0,1,1,0,1,0.327996492,2.760320161,-76.2683459,35.65673336
rw11693F_rw11698M_winter_2009_2010,rw11693F_rw11698M,Beechridge,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,winter,winter,0,0,1,0.68570331,0,0,0,1,0,1,1,0,1,0.459745181,3.129911595,-76.6011784,35.58141682
nwtW1902_nwtW1905_winter_2018_2019,nwtW1902_nwtW1905,SRL West,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,winter,winter,0,0,1,0.737114132,0,0,0,1,0,1,1,1,1,5.21E-05,2.526355882,-112.8698127,60.54732729
BW1637_BW1642_winter_2016_2017,BW1637_BW1642,Loontail,EW,wolf,0,1,0,0,Ontario_Algonquin_Kawartha,winter,winter,0,0,1,0.334728033,0,0,0,1,0,0,1,1,1,0.006229937,1.911127064,-78.86400686,45.81863624
wJF495_wAM310_winter_2012_2013,wJF495_wAM310,Honker,GW,wolf,1,0,0,0,Alaska_PrinceOfWalesIsland,winter,winter,0,0,1,0.271186441,0,0,0,1,0,1,1,0,1,0.001593535,1.225212071,-132.9121132,55.82120008
W900_W911_winter_2016_2017,W900_W911,Torch River West,GW,wolf,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.41906462,0,0,0,1,0,1,1,0,1,0.041074572,1.932260259,-90.9043422,46.08441259
W948_W951_winter_2017_2018,W948_W951,Muck Lake,GW,wolf,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.530612245,0,0,0,1,0,1,1,0,1,0.052944466,2.059826251,-91.64267393,46.40470157
W955_W999_winter_2018_2019,W955_W999,Little Moose River,GW,wolf,1,0,0,0,Wisconsin_NW,winter,winter,0,0,1,0.660277609,0,0,0,1,0,1,1,0,1,0.070781605,2.273813542,-91.00590479,46.12074662
BW1006_BW1606_winter_2017_2018,BW1006_BW1606,Bearpaw,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.579545455,0,0,0,1,0,0,1,1,1,0.000139073,1.699084709,-150.8531591,63.97635259
BW1604_BW1802_winter_2017_2018,BW1604_BW1802,Eagle Gorge,GW,wolf,1,0,0,0,Alaska_Denali,winter,winter,0,0,1,0.786821705,0,0,0,1,0,0,1,1,1,0.00176289,1.342236369,-150.636668,63.52931547
W1404_W1443_winter_2015_2016,W1404_W1443,Bluestem,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.933388766,0,0,0,1,0,0,1,1,0,0.047062455,1.744727737,-109.2742536,33.83288218
W1404_W1405_winter_2015_2016,W1404_W1405,Buckalou,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.975450144,0,0,0,1,0,0,1,1,0,0.051922484,1.908603147,-109.0226379,33.78074862
W1440_W1442_winter_2015_2016,W1440_W1442,Marble,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.822905391,0,0,0,1,0,0,1,1,0,0.051436312,2.068183658,-109.4757733,34.06778036
W1441_W1550_winter_2016_2017,W1441_W1550,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.690488173,0,0,0,1,0,0,1,1,0,0.041671537,2.174804806,-109.3105127,33.93998021
W1667_W1682_winter_2017_2018,W1667_W1682,SBP,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.75862069,0,0,0,1,0,0,1,1,0,0.037877589,2.334011728,-108.4536866,33.51226596
W1570_W1571_winter_2016_2017,W1570_W1571,Diamond,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.623424505,0,0,0,1,0,0,1,1,0,0.034692631,2.393970137,-109.5467107,34.15410916
W1676_W1683_winter_2017_2018,W1676_W1683,Bear Wallow,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.175438596,0,0,0,1,0,0,1,1,0,0.045590069,2.490262827,-109.3867317,33.63215412
W1565_W1669_winter_2017_2018,W1565_W1669,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.675324675,0,0,0,1,0,0,1,1,0,0.036199697,2.502298653,-108.6370022,33.58422885
W1565_W1678_winter_2017_2018,W1565_W1678,Prieto,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.785714286,0,0,0,1,0,0,1,1,0,0.036296015,2.504739258,-108.6290524,33.59521034
W1695_W1697_winter_2018_2019,W1695_W1697,Elk Horn,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.82278481,0,0,0,1,0,0,1,1,0,0.072313316,2.528104086,-109.116268,33.94052142
W1695_W1696_winter_2018_2019,W1695_W1696,Elk Horn,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.136363636,0,0,0,1,0,0,1,1,0,0.064597906,2.535261081,-109.1145573,33.93209004
W1555_W1670_winter_2017_2018,W1555_W1670,Iron Creek,GW,wolf,1,0,0,0,Arizona_NewMexico,winter,winter,0,0,1,0.582887701,0,0,0,1,0,0,1,1,0,0.036946431,2.583871423,-108.590702,33.44336526
W18-Max_W19-Rina_winter_2008_2009,W18-Max_W19-Rina,Risnjak,GW,wolf,1,0,0,0,Croatia_Slovenia,winter,winter,0,0,1,0.931216931,0,0,0,1,0,0,1,1,0,0.294265761,1.592763917,14.69495336,45.3884936
M1402_M1403_winter_2013_2014,M1402_M1403,Tandsjon,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.197183099,0,0,0,1,0,0,1,1,1,0.047554272,1.677900809,14.25315754,61.71744009
M0902_M0901_winter_2008_2009,M0902_M0901,Galven,GW,wolf,1,0,0,0,Norway_Sweden,winter,winter,0,0,1,0.186649384,0,0,0,1,0,0,1,1,1,0.129671612,1.700615998,15.93671762,61.51305404
w81_w82_winter_2003_2004,w81_w82,Red Deer,GW,wolf,1,0,0,0,Alberta_W_YaHaTinda,winter,winter,0,0,1,0.49937578,0,0,0,1,0,1,1,1,1,0.008560105,2.073053199,-115.9312824,51.6223002
LBw7_LBw8_winter_2011_2012,LBw7_LBw8,LBL_pack4,GW,wolf,1,0,0,0,Spain_NW_Santiago,winter,winter,0,0,1,0.068175545,0,0,0,1,0,NA,0,1,0,0.437964575,1.954356741,-9.121770835,43.08223338
Mich07_Mich12_den_2018,Mich07_Mich12,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.388888889,0,0,0,1,0,0,0,0,1,0.002908961,2.013088641,-85.74467125,47.73539233
Mich07_Mich11_den_2018,Mich07_Mich11,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,den,nw,1,0,0,0.212765957,0,0,0,1,0,0,0,0,1,0.002446032,2.024299477,-85.75134503,47.74109206
Mich07_Mich11_rend_2018,Mich07_Mich11,Mich,GW,wolf,1,0,0,0,Ontario_Michipicoten,rend,nw,0,1,0,0.052631579,0,0,0,1,0,0,0,0,1,0.004940102,2.5511005,-85.74830398,47.73365314
M1108_M1111_rend_2011,M1108_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,rend,nw,0,1,0,0.322580645,0,0,0,1,0,0,0,1,1,0.116722422,1.632995665,12.48164,60.52665494
M1108_M1111_den_2011,M1108_M1111,Rotna,GW,wolf,1,0,0,0,Norway_Sweden,den,nw,1,0,0,0.352201258,0,0,0,1,0,0,0,1,1,0.107249545,1.803138328,12.51473416,60.53076207
rw11660F_rw11661M_den_2009,rw11660F_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.212584476,0,0,0,1,0,1,1,0,1,0.280864274,2.183610984,-75.85069684,35.84267039
rw11544M_rw11660F_den_2009,rw11544M_rw11660F,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.232931727,0,0,0,1,0,1,1,0,1,0.254038347,2.188434091,-75.88029204,35.85201262
rw11544M_rw11660F_rend_2009,rw11544M_rw11660F,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.096926489,0,0,0,1,0,1,1,0,1,0.269068702,2.327307832,-75.86413033,35.84711192
rw11660F_rw11661M_rend_2009,rw11660F_rw11661M,Milltail,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.118098987,0,0,0,1,0,1,1,0,1,0.27965878,2.327307832,-75.84340838,35.84152774
rw11693F_rw11698M_den_2010,rw11693F_rw11698M,Beechridge,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,den,nw,1,0,0,0.432068543,0,0,0,1,0,1,1,0,1,0.41526567,3.159639485,-76.5882444,35.58089679
rw11693F_rw11698M_rend_2010,rw11693F_rw11698M,Beechridge,RW,wolf,0,0,1,0,NorthCarolina_AlligatorNWR,rend,nw,0,1,0,0.263603975,0,0,0,1,0,1,1,0,1,0.439292575,3.264216185,-76.61102544,35.59168435
nwtW1902_nwtW1905_den_2019,nwtW1902_nwtW1905,SRL West,GW,wolf,1,0,0,0,NWT_GreatSlaveLake,den,nw,1,0,0,0.309791211,0,0,0,1,0,1,1,1,1,0.000160324,2.299463302,-112.9978052,60.39974446
V046_V034_den_2017,V046_V034,Bowman Bay,GW,wolf,1,0,0,0,Minnesota_Voyageurs,den,nw,1,0,0,0.387096774,0,0,0,1,0,0,1,0,1,0.045781029,2.070854953,-92.9850005,48.40524501
V060_V062_rend_2018,V060_V062,Bowman Bay,GW,wolf,1,0,0,0,Minnesota_Voyageurs,rend,nw,0,1,0,0.272585972,0,0,0,1,0,0,1,0,1,0.133904779,2.505898697,-93.03301626,48.41190828
W900_W911_rend_2016,W900_W911,Torch River West,GW,wolf,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.805042088,0,0,0,1,0,1,1,0,1,0.034106909,1.890879499,-90.91139084,46.0856049
W948_W951_rend_2017,W948_W951,Muck Lake,GW,wolf,1,0,0,0,Wisconsin_NW,rend,nw,0,1,0,0.263157895,0,0,0,1,0,1,1,0,1,0.050090203,2.002746173,-91.62995796,46.40848451
W915_W916_rend_2017,W915_W916,Wildcat Mound,GW,wolf,1,0,0,0,Wisconsin_central,rend,nw,0,1,0,0.159273627,0,0,0,1,0,1,1,0,1,0.077781361,2.091547908,-90.55190609,44.30009492
W1404_W1405_den_2016,W1404_W1405,Buckalou,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.920855401,0,0,0,1,0,0,1,1,0,0.052390976,1.936679535,-109.0617507,33.81444065
W1441_W1550_rend_2016,W1441_W1550,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.518394649,0,0,0,1,0,0,1,1,0,0.036978378,2.051706587,-109.3042749,33.90774778
W1680_W1792_rend_2018,W1680_W1792,Saffel,GW,wolf,1,0,0,0,Arizona_NewMexico,rend,nw,0,1,0,0.5,0,0,0,1,0,0,1,1,0,0.042365482,2.570256881,-109.3831829,33.9925403
W1550_W1571_den_2018,W1550_W1571,Hoodoo,GW,wolf,1,0,0,0,Arizona_NewMexico,den,nw,1,0,0,0.945945946,0,0,0,1,0,0,1,1,0,0.047669773,2.596834101,-109.2256232,33.88322523
